survey_date,block,Genotype,pop.mf,parent.pop,mf,rep,germ,height.cm,long.leaf.cm,Notes
2023-04-10,D1,LV3_6_3,LV3_6,LV3,6,3,NA,NA,NA,NA
2023-04-10,D2,CP2_9_2,CP2_9,CP2,9,2,NA,NA,NA,NA
2023-04-10,D2,SQ1_4_4,SQ1_4,SQ1,4,4,NA,NA,NA,NA
2023-04-10,D2,YO11_3_12,YO11_3,YO11,3,12,NA,NA,NA,NA
2023-04-10,D2,CP2_10_3,CP2_10,CP2,10,3,NA,NA,NA,NA
2023-04-10,D2,LVTR1_7_6,LVTR1_7,LVTR1,7,6,NA,NA,NA,NA
2023-04-10,D2,IH_6_6,IH_6,IH,6,6,NA,NA,NA,NA
2023-04-10,D2,DPR_2_7,DPR_2,DPR,2,7,NA,NA,NA,NA
2023-04-10,D2,CP2_2_1,CP2_2,CP2,2,1,NA,NA,NA,NA
2023-04-10,D2,TM2_1_2,TM2_1,TM2,1,2,NA,NA,NA,NA
2023-04-10,D2,BH_5_15,BH_5,BH,5,15,NA,5.7,7.7,NA
2023-04-10,D2,SQ2_4_6,SQ2_4,SQ2,4,6,NA,NA,NA,NA
2023-04-10,D2,DPR_4_9,DPR_4,DPR,4,9,NA,NA,NA,NA
2023-04-10,D2,LV3_8_7,LV3_8,LV3,8,7,NA,NA,NA,NA
2023-04-10,D2,CC_2_13,CC_2,CC,2,13,NA,NA,NA,NA
2023-04-10,D2,IH_7_3,IH_7,IH,7,3,NA,10.7,10.7,NA
2023-04-10,D2,YO11_7_2,YO11_7,YO11,7,2,NA,NA,NA,NA
2023-04-10,D2,WL1_7_26,WL1_7,WL1,7,26,NA,NA,NA,NA
2023-04-10,D2,BH_4_3,BH_4,BH,4,3,NA,6.8,4.7,NA
2023-04-10,D2,WL2_1_7,WL2_1,WL2,1,7,NA,NA,NA,NA
2023-04-10,D2,TM2_4_11,TM2_4,TM2,4,11,NA,23.5,5.5,NA
2023-04-10,D2,LV3_2_3,LV3_2,LV3,2,3,NA,NA,NA,NA
2023-04-10,D2,IH_4_19,IH_4,IH,4,19,NA,NA,NA,NA
2023-04-10,D2,WL1_2_11,WL1_2,WL1,2,11,NA,NA,NA,NA
2023-04-10,D2,BH_6_8,BH_6,BH,6,8,NA,NA,NA,NA
2023-04-10,D2,LV3_1_7,LV3_1,LV3,1,7,NA,NA,NA,NA
2023-04-10,D2,WL1_1_21,WL1_1,WL1,1,21,NA,NA,NA,NA
2023-04-10,D2,CC_1_11,CC_1,CC,1,11,NA,NA,NA,NA
2023-04-10,D2,BH_5_25,BH_5,BH,5,25,NA,NA,NA,NA
2023-04-10,D2,YO8_2_2,YO8_2,YO8,2,2,NA,NA,NA,NA
2023-04-10,D2,WL1_2_15,WL1_2,WL1,2,15,NA,NA,NA,NA
2023-04-10,D2,WL1_1_4,WL1_1,WL1,1,4,NA,NA,NA,NA
2023-04-10,D2,TM2_6_5,TM2_6,TM2,6,5,NA,NA,NA,NA
2023-04-10,D2,YO4_4_5,YO4_4,YO4,4,5,NA,NA,NA,NA
2023-04-10,D2,WL1_4_1,WL1_4,WL1,4,1,NA,NA,NA,NA
2023-04-10,D2,CC_5_7,CC_5,CC,5,7,NA,NA,NA,NA
2023-04-10,D2,CC_4_5,CC_4,CC,4,5,NA,NA,NA,NA
2023-04-10,D2,FR_6_5,FR_6,FR,6,5,NA,NA,NA,NA
2023-04-10,D2,WR_3_7,WR_3,WR,3,7,NA,NA,NA,NA
2023-04-10,D2,WL2_4_12,WL2_4,WL2,4,12,NA,NA,NA,NA
2023-04-10,D2,IH_7_13,IH_7,IH,7,13,NA,NA,NA,NA
2023-04-10,D1,LV3_1_6,LV3_1,LV3,1,6,NA,NA,NA,NA
2023-04-10,D1,IH_2_13,IH_2,IH,2,13,NA,NA,NA,NA
2023-04-10,D1,CC_4_9,CC_4,CC,4,9,NA,NA,NA,NA
2023-04-10,D1,YO7_8_1,YO7_8,YO7,8,1,NA,2.2,3.4,NA
2023-04-10,D1,WV_4_10,WV_4,WV,4,10,NA,NA,NA,NA
2023-04-10,D1,FR_1_12,FR_1,FR,1,12,NA,NA,NA,NA
2023-04-10,D1,BH_4_12,BH_4,BH,4,12,NA,NA,NA,NA
2023-04-10,D1,SQ1_5_9,SQ1_5,SQ1,5,9,NA,NA,NA,NA
2023-04-10,D1,WL1_1_20,WL1_1,WL1,1,20,NA,NA,NA,NA
2023-04-10,D1,CP2_2_11,CP2_2,CP2,2,11,NA,NA,NA,NA
2023-04-10,D1,WL1_2_10,WL1_2,WL1,2,10,NA,NA,NA,NA
2023-04-10,D1,BH_7_17,BH_7,BH,7,17,NA,NA,NA,NA
2023-04-10,D1,BH_1_8,BH_1,BH,1,8,NA,NA,NA,NA
2023-04-10,D1,SQ1_7_3,SQ1_7,SQ1,7,3,NA,NA,NA,NA
2023-04-10,D1,FR_6_6,FR_6,FR,6,6,NA,NA,NA,NA
2023-04-10,D1,IH_7_2,IH_7,IH,7,2,NA,NA,NA,NA
2023-04-10,D1,LV3_5_10,LV3_5,LV3,5,10,NA,NA,NA,NA
2023-04-10,D1,SQ1_1_9,SQ1_1,SQ1,1,9,NA,NA,NA,NA
2023-04-10,D1,WL1_1_13,WL1_1,WL1,1,13,NA,NA,NA,NA
2023-04-10,D1,DPR_2_11,DPR_2,DPR,2,11,NA,NA,NA,NA
2023-04-10,D1,SQ1_7_21,SQ1_7,SQ1,7,21,NA,NA,NA,NA
2023-04-10,D1,SQ1_7_13,SQ1_7,SQ1,7,13,NA,NA,NA,NA
2023-04-10,D1,TM2_1_13,TM2_1,TM2,1,13,NA,NA,NA,NA
2023-04-10,D1,WL1_6_4,WL1_6,WL1,6,4,NA,NA,NA,NA
2023-04-10,D1,LVTR1_6_13,LVTR1_6,LVTR1,6,13,NA,NA,NA,NA
2023-04-10,D1,WL1_6_20,WL1_6,WL1,6,20,NA,NA,NA,NA
2023-04-10,D1,CC_2_5,CC_2,CC,2,5,NA,NA,NA,NA
2023-04-10,D1,LV3_2_1,LV3_2,LV3,2,1,NA,NA,NA,NA
2023-04-10,D1,BH_5_14,BH_5,BH,5,14,NA,NA,NA,NA
2023-04-10,D1,IH_7_12,IH_7,IH,7,12,NA,6.2,6.3,NA
2023-04-10,D1,WL1_7_25,WL1_7,WL1,7,25,NA,NA,NA,NA
2023-04-10,D1,BH_3_5,BH_3,BH,3,5,NA,NA,NA,NA
2023-04-10,D1,SQ2_8_1,SQ2_8,SQ2,8,1,NA,NA,NA,NA
2023-04-10,D1,BH_5_9,BH_5,BH,5,9,NA,3.6,5.2,NA
2023-04-10,D1,WL1_7_11,WL1_7,WL1,7,11,NA,NA,NA,NA
2023-04-10,D1,YO8_3_12,YO8_3,YO8,3,12,NA,NA,NA,NA
2023-04-10,D1,SC_5_10,SC_5,SC,5,10,NA,NA,NA,NA
2023-04-10,D1,FR_8_2,FR_8,FR,8,2,NA,NA,NA,NA
2023-04-10,D2,BH_7_18,BH_7,BH,7,18,NA,NA,NA,NA
2023-04-10,D2,LV3_7_13,LV3_7,LV3,7,13,NA,NA,NA,NA
2023-04-10,D2,SQ3_4_11,SQ3_4,SQ3,4,11,NA,NA,NA,NA
2023-04-10,D2,SQ2_6_3,SQ2_6,SQ2,6,3,NA,NA,NA,NA
2023-04-10,D2,IH_4_11,IH_4,IH,4,11,NA,5.6,1.7,"4/10 - wilted, roots intact"
2023-04-10,D2,LV3_4_12,LV3_4,LV3,4,12,NA,NA,NA,NA
2023-04-10,D2,WL1_2_1,WL1_2,WL1,2,1,NA,NA,NA,NA
2023-04-10,D2,FR_6_10,FR_6,FR,6,10,NA,NA,NA,NA
2023-04-10,D2,WL1_4_11,WL1_4,WL1,4,11,NA,NA,NA,NA
2023-04-10,D2,SC_5_11,SC_5,SC,5,11,NA,NA,NA,NA
2023-04-10,D2,BH_7_5,BH_7,BH,7,5,NA,NA,NA,NA
2023-04-10,D2,SC_4_10,SC_4,SC,4,10,NA,NA,NA,NA
2023-04-10,D2,FR_2_9,FR_2,FR,2,9,NA,NA,NA,NA
2023-04-10,D2,FR_1_6,FR_1,FR,1,6,NA,NA,NA,NA
2023-04-10,D2,BH_4_13,BH_4,BH,4,13,NA,5.8,6.3,NA
2023-04-10,D2,BH_2_9,BH_2,BH,2,9,NA,4.3,5.7,meristem removed
2023-04-10,D2,CP2_5_2,CP2_5,CP2,5,2,NA,NA,NA,NA
2023-04-10,D2,BH_1_10,BH_1,BH,1,10,NA,NA,NA,NA
2023-04-10,D2,SQ1_1_11,SQ1_1,SQ1,1,11,NA,NA,NA,NA
2023-04-10,D2,LVTR1_6_5,LVTR1_6,LVTR1,6,5,NA,NA,NA,NA
2023-04-10,D2,LV3_7_1,LV3_7,LV3,7,1,NA,NA,NA,NA
2023-04-10,D2,WL1_3_9,WL1_3,WL1,3,9,NA,NA,NA,NA
2023-04-10,D2,CP3_12_1,CP3_12,CP3,12,1,NA,NA,NA,NA
2023-04-10,D2,BH_5_10,BH_5,BH,5,10,NA,NA,NA,NA
2023-04-10,D2,WL1_7_12,WL1_7,WL1,7,12,NA,NA,NA,NA
2023-04-10,D2,SQ1_6_4,SQ1_6,SQ1,6,4,NA,NA,NA,NA
2023-04-10,D2,SC_6_11,SC_6,SC,6,11,NA,NA,NA,NA
2023-04-10,D2,BH_3_6,BH_3,BH,3,6,NA,8.4,10,NA
2023-04-10,D2,IH_4_1,IH_4,IH,4,1,NA,NA,NA,NA
2023-04-10,D2,WL1_6_5,WL1_6,WL1,6,5,NA,NA,NA,NA
2023-04-10,D2,SQ1_7_4,SQ1_7,SQ1,7,4,NA,NA,NA,NA
2023-04-10,D2,LV3_5_11,LV3_5,LV3,5,11,NA,NA,NA,NA
2023-04-10,D2,YO7_2_10,YO7_2,YO7,2,10,NA,NA,NA,NA
2023-04-10,D2,SC_2_1,SC_2,SC,2,1,NA,NA,NA,NA
2023-04-10,D2,WL1_7_16,WL1_7,WL1,7,16,NA,NA,NA,NA
2023-04-10,D2,WL1_6_21,WL1_6,WL1,6,21,NA,NA,NA,NA
2023-04-10,D2,TM2_2_1,TM2_2,TM2,2,1,NA,NA,NA,NA
2023-04-10,D2,YO7_7_11,YO7_7,YO7,7,11,NA,NA,NA,NA
2023-04-10,D2,WL1_7_2,WL1_7,WL1,7,2,NA,NA,NA,NA
2023-04-10,D2,IH_2_9,IH_2,IH,2,9,NA,NA,NA,NA
2023-04-10,F1,LV1_6_6,LV1_6,LV1,6,6,NA,NA,NA,NA
2023-04-10,F1,CP2_5_13,CP2_5,CP2,5,13,NA,NA,NA,NA
2023-04-10,F1,SQ2_6_4,SQ2_6,SQ2,6,4,NA,NA,NA,NA
2023-04-10,F1,SQ3_3_4,SQ3_3,SQ3,3,4,NA,1.1,0.9,NA
2023-04-10,F1,WL1_4_2,WL1_4,WL1,4,2,NA,NA,NA,NA
2023-04-10,F1,LVTR1_6_12,LVTR1_6,LVTR1,6,12,NA,2.2,2.3,possible insect larvae
2023-04-10,F1,CP2_4_4,CP2_4,CP2,4,4,NA,4.4,4.1,possible insect larvae
2023-04-10,F1,WL2_4_1,WL2_4,WL2,4,1,NA,3.4,3.6,NA
2023-04-10,F1,LV3_1_8,LV3_1,LV3,1,8,NA,NA,NA,NA
2023-04-10,F1,IH_4_20,IH_4,IH,4,20,NA,17.1,11.1,NA
2023-04-10,F1,TM2_2_2,TM2_2,TM2,2,2,NA,NA,NA,NA
2023-04-10,F1,SC_5_13,SC_5,SC,5,13,NA,NA,NA,NA
2023-04-10,F1,DPR_2_5,DPR_2,DPR,2,5,NA,NA,NA,NA
2023-04-10,F1,YO8_2_11,YO8_2,YO8,2,11,NA,NA,NA,NA
2023-04-10,F1,BH_7_19,BH_7,BH,7,19,NA,NA,NA,NA
2023-04-10,F1,WL1_1_5,WL1_1,WL1,1,5,NA,NA,NA,NA
2023-04-10,F1,FR_5_9,FR_5,FR,5,9,NA,NA,NA,NA
2023-04-10,F1,WL1_2_12,WL1_2,WL1,2,12,NA,NA,NA,NA
2023-04-10,F1,CC_6_3,CC_6,CC,6,3,NA,NA,NA,NA
2023-04-10,F1,TM2_1_3,TM2_1,TM2,1,3,NA,NA,NA,NA
2023-04-10,F1,SC_6_12,SC_6,SC,6,12,NA,NA,NA,NA
2023-04-10,F1,WL1_7_27,WL1_7,WL1,7,27,NA,NA,NA,NA
2023-04-10,F1,IH_4_12,IH_4,IH,4,12,NA,NA,NA,NA
2023-04-10,F1,WL1_7_17,WL1_7,WL1,7,17,NA,NA,NA,NA
2023-04-10,F1,BH_6_9,BH_6,BH,6,9,NA,17.4,6.4,NA
2023-04-10,F1,SQ1_1_12,SQ1_1,SQ1,1,12,NA,NA,NA,NA
2023-04-10,F1,WL1_2_2,WL1_2,WL1,2,2,NA,NA,NA,NA
2023-04-10,F1,FR_2_4,FR_2,FR,2,4,NA,NA,NA,NA
2023-04-10,F1,WL1_6_22,WL1_6,WL1,6,22,NA,NA,NA,NA
2023-04-10,F1,BH_2_10,BH_2,BH,2,10,NA,NA,NA,NA
2023-04-10,F1,WL1_5_8,WL1_5,WL1,5,8,NA,NA,NA,NA
2023-04-10,F1,WL1_1_22,WL1_1,WL1,1,22,NA,NA,NA,NA
2023-04-10,F1,WL2_5_11,WL2_5,WL2,5,11,NA,NA,NA,NA
2023-04-10,F1,WL2_1_1,WL2_1,WL2,1,1,NA,NA,NA,NA
2023-04-10,F1,LV3_7_2,LV3_7,LV3,7,2,NA,NA,NA,NA
2023-04-10,F1,CC_2_4,CC_2,CC,2,4,NA,NA,NA,NA
2023-04-10,F1,CC_4_13,CC_4,CC,4,13,NA,NA,NA,NA
2023-04-10,F1,LV3_5_12,LV3_5,LV3,5,12,NA,NA,NA,NA
2023-04-10,F2,WL1_7_18,WL1_7,WL1,7,18,NA,NA,NA,NA
2023-04-10,F2,WL1_2_3,WL1_2,WL1,2,3,NA,NA,NA,NA
2023-04-10,F2,CP3_7_1,CP3_7,CP3,7,1,NA,NA,NA,NA
2023-04-10,F2,TM2_3_13,TM2_3,TM2,3,13,NA,NA,NA,NA
2023-04-10,F2,LVTR1_5_13,LVTR1_5,LVTR1,5,13,NA,NA,NA,NA
2023-04-10,F2,YO8_1_10,YO8_1,YO8,1,10,NA,NA,NA,NA
2023-04-10,F2,WL1_6_7,WL1_6,WL1,6,7,NA,NA,NA,NA
2023-04-10,F2,SQ1_1_13,SQ1_1,SQ1,1,13,NA,NA,NA,NA
2023-04-10,F2,WR_1_11,WR_1,WR,1,11,NA,NA,NA,NA
2023-04-10,F2,BH_7_7,BH_7,BH,7,7,NA,NA,NA,NA
2023-04-10,F2,WL2_3_13,WL2_3,WL2,3,13,NA,2.6,2.6,NA
2023-04-10,F2,BH_5_2,BH_5,BH,5,2,NA,NA,NA,NA
2023-04-10,F2,WL1_6_23,WL1_6,WL1,6,23,NA,NA,NA,NA
2023-04-10,F2,FR_8_1,FR_8,FR,8,1,NA,NA,NA,NA
2023-04-10,F2,BH_4_5,BH_4,BH,4,5,NA,7.2,6.1,NA
2023-04-10,F2,YO7_4_4,YO7_4,YO7,4,4,NA,NA,NA,NA
2023-04-10,F2,WL1_7_28,WL1_7,WL1,7,28,NA,NA,NA,NA
2023-04-10,F2,CC_7_8,CC_7,CC,7,8,NA,NA,NA,NA
2023-04-10,F2,SC_6_1,SC_6,SC,6,1,NA,NA,NA,NA
2023-04-10,F2,DPR_6_2,DPR_6,DPR,6,2,NA,NA,NA,NA
2023-04-10,F2,LV3_5_1,LV3_5,LV3,5,1,NA,NA,NA,NA
2023-04-10,F2,IH_1_12,IH_1,IH,1,12,NA,NA,NA,NA
2023-04-10,F2,WL1_4_3,WL1_4,WL1,4,3,NA,NA,NA,NA
2023-04-10,F2,IH_4_13,IH_4,IH,4,13,NA,NA,NA,NA
2023-04-10,F2,YO7_5_5,YO7_5,YO7,5,5,NA,NA,NA,NA
2023-04-10,F2,LV3_7_3,LV3_7,LV3,7,3,NA,NA,NA,NA
2023-04-10,F2,WL1_1_23,WL1_1,WL1,1,23,NA,NA,NA,NA
2023-04-10,F2,FR_2_12,FR_2,FR,2,12,NA,NA,NA,NA
2023-04-10,F2,CP2_3_5,CP2_3,CP2,3,5,NA,NA,NA,NA
2023-04-10,F2,LV3_4_13,LV3_4,LV3,4,13,NA,NA,NA,NA
2023-04-10,F2,SQ1_7_14,SQ1_7,SQ1,7,14,NA,NA,NA,NA
2023-04-10,F2,CP2_6_4,CP2_6,CP2,6,4,NA,NA,NA,NA
2023-04-10,F2,SC_4_1,SC_4,SC,4,1,NA,NA,NA,NA
2023-04-10,F2,TM2_3_2,TM2_3,TM2,3,2,NA,NA,NA,NA
2023-04-10,F2,SC_5_1,SC_5,SC,5,1,NA,NA,NA,NA
2023-04-10,F2,BH_3_8,BH_3,BH,3,8,NA,NA,NA,NA
2023-04-10,F2,BH_5_12,BH_5,BH,5,12,NA,6.6,8.7,NA
2023-04-10,F2,DPR_2_4,DPR_2,DPR,2,4,NA,NA,NA,NA
2023-04-10,F1,BH_5_16,BH_5,BH,5,16,NA,NA,NA,NA
2023-04-10,F1,SQ1_2_8,SQ1_2,SQ1,2,8,NA,NA,NA,NA
2023-04-10,F1,TM2_5_7,TM2_5,TM2,5,7,NA,67.6,8.2,NA
2023-04-10,F1,LV3_6_9,LV3_6,LV3,6,9,NA,NA,NA,NA
2023-04-10,F1,BH_5_26,BH_5,BH,5,26,NA,NA,NA,NA
2023-04-10,F1,YO4_1_13,YO4_1,YO4,1,13,NA,NA,NA,NA
2023-04-10,F1,DPR_6_9,DPR_6,DPR,6,9,NA,16.6,3.7,NA
2023-04-10,F1,LV3_4_9,LV3_4,LV3,4,9,NA,NA,NA,NA
2023-04-10,F1,IH_1_10,IH_1,IH,1,10,NA,NA,NA,NA
2023-04-10,F1,BH_7_6,BH_7,BH,7,6,NA,NA,NA,NA
2023-04-10,F1,WL1_6_6,WL1_6,WL1,6,6,NA,NA,NA,NA
2023-04-10,F1,WL1_2_16,WL1_2,WL1,2,16,NA,NA,NA,NA
2023-04-10,F1,SC_2_13,SC_2,SC,2,13,NA,NA,NA,NA
2023-04-10,F1,TM2_5_13,TM2_5,TM2,5,13,NA,NA,NA,NA
2023-04-10,F1,YO7_3_1,YO7_3,YO7,3,1,NA,NA,NA,NA
2023-04-10,F1,CP3_2_3,CP3_2,CP3,2,3,NA,NA,NA,NA
2023-04-10,F1,WR_2_8,WR_2,WR,2,8,NA,NA,NA,NA
2023-04-10,F1,IH_4_2,IH_4,IH,4,2,NA,NA,NA,NA
2023-04-10,F1,SQ1_7_5,SQ1_7,SQ1,7,5,NA,NA,NA,NA
2023-04-10,F1,FR_4_7,FR_4,FR,4,7,NA,NA,NA,NA
2023-04-10,F1,BH_3_7,BH_3,BH,3,7,NA,NA,NA,NA
2023-04-10,F1,FR_7_10,FR_7,FR,7,10,NA,NA,NA,NA
2023-04-10,F1,YO11_3_3,YO11_3,YO11,3,3,NA,NA,NA,NA
2023-04-10,F1,YO7_7_13,YO7_7,YO7,7,13,NA,NA,NA,NA
2023-04-10,F1,BH_4_4,BH_4,BH,4,4,NA,5.5,3.6,NA
2023-04-10,F1,IH_7_4,IH_7,IH,7,4,NA,NA,NA,NA
2023-04-10,F1,LV3_2_5,LV3_2,LV3,2,5,NA,NA,NA,NA
2023-04-10,F1,SQ2_7_6,SQ2_7,SQ2,7,6,NA,NA,NA,NA
2023-04-10,F1,WL1_4_12,WL1_4,WL1,4,12,NA,NA,NA,NA
2023-04-10,F1,CC_3_13,CC_3,CC,3,13,NA,NA,NA,NA
2023-04-10,F1,CP2_1_4,CP2_1,CP2,1,4,NA,NA,NA,NA
2023-04-10,F1,SC_4_13,SC_4,SC,4,13,NA,NA,NA,NA
2023-04-10,F1,WL1_7_3,WL1_7,WL1,7,3,NA,NA,NA,NA
2023-04-10,F1,LVTR1_1_10,LVTR1_1,LVTR1,1,10,NA,NA,NA,NA
2023-04-10,F1,BH_5_11,BH_5,BH,5,11,NA,NA,NA,NA
2023-04-10,F1,BH_5_1,BH_5,BH,5,1,NA,NA,NA,NA
2023-04-10,F1,WL1_7_13,WL1_7,WL1,7,13,NA,NA,NA,NA
2023-04-10,F2,IH_4_21,IH_4,IH,4,21,NA,NA,NA,NA
2023-04-10,F2,WL1_4_13,WL1_4,WL1,4,13,NA,NA,NA,NA
2023-04-10,F2,CC_1_6,CC_1,CC,1,6,NA,NA,NA,NA
2023-04-10,F2,WL2_4_3,WL2_4,WL2,4,3,NA,NA,NA,NA
2023-04-10,F2,BH_7_20,BH_7,BH,7,20,NA,NA,NA,NA
2023-04-10,F2,FR_1_10,FR_1,FR,1,10,NA,NA,NA,NA
2023-04-10,F2,WL1_3_2,WL1_3,WL1,3,2,NA,NA,NA,NA
2023-04-10,F2,SQ1_7_6,SQ1_7,SQ1,7,6,NA,NA,NA,NA
2023-04-10,F2,WL1_2_13,WL1_2,WL1,2,13,NA,NA,NA,NA
2023-04-10,F2,SQ1_3_4,SQ1_3,SQ1,3,4,NA,NA,NA,NA
2023-04-10,F2,LV3_1_9,LV3_1,LV3,1,9,NA,NA,NA,NA
2023-04-10,F2,YO4_4_4,YO4_4,YO4,4,4,NA,NA,NA,NA
2023-04-10,F2,SQ1_1_1,SQ1_1,SQ1,1,1,NA,NA,NA,NA
2023-04-10,F2,CC_4_8,CC_4,CC,4,8,NA,NA,NA,NA
2023-04-10,F2,IH_4_3,IH_4,IH,4,3,NA,NA,NA,NA
2023-04-10,F2,WL1_1_6,WL1_1,WL1,1,6,NA,NA,NA,NA
2023-04-10,F2,BH_6_10,BH_6,BH,6,10,NA,NA,NA,NA
2023-04-10,F2,YO11_6_7,YO11_6,YO11,6,7,NA,NA,NA,NA
2023-04-10,F2,WL1_7_4,WL1_7,WL1,7,4,NA,3.8,2.7,NA
2023-04-10,F2,WL1_2_17,WL1_2,WL1,2,17,NA,NA,NA,NA
2023-04-10,F2,BH_5_17,BH_5,BH,5,17,NA,NA,NA,NA
2023-04-10,F2,BH_2_11,BH_2,BH,2,11,NA,NA,NA,NA
2023-04-10,F2,SQ2_6_6,SQ2_6,SQ2,6,6,NA,NA,NA,NA
2023-04-10,F2,CC_3_12,CC_3,CC,3,12,NA,NA,NA,NA
2023-04-10,F2,BH_5_27,BH_5,BH,5,27,NA,NA,NA,NA
2023-04-10,F2,BH_2_1,BH_2,BH,2,1,NA,5.7,4.6,NA
2023-04-10,F2,LV3_8_5,LV3_8,LV3,8,5,NA,NA,NA,NA
2023-04-10,F2,CC_7_1,CC_7,CC,7,1,NA,NA,NA,NA
2023-04-10,F2,LV3_3_2,LV3_3,LV3,3,2,NA,NA,NA,NA
2023-04-10,F2,LV3_5_13,LV3_5,LV3,5,13,NA,NA,NA,NA
2023-04-10,F2,SQ2_5_5,SQ2_5,SQ2,5,5,NA,NA,NA,NA
2023-04-10,F2,SQ3_3_2,SQ3_3,SQ3,3,2,NA,NA,NA,NA
2023-04-10,F2,CP2_4_6,CP2_4,CP2,4,6,NA,NA,NA,NA
2023-04-10,F2,IH_7_5,IH_7,IH,7,5,NA,NA,NA,NA
2023-04-10,F2,DPR_7_4,DPR_7,DPR,7,4,NA,NA,NA,NA
2023-04-10,F2,TM2_1_4,TM2_1,TM2,1,4,NA,38,6.6,NA
2023-04-10,F2,FR_5_13,FR_5,FR,5,13,NA,NA,NA,NA
2023-04-10,F2,CP2_9_3,CP2_9,CP2,9,3,NA,NA,NA,NA
2023-04-10,H1,BH_7_8,BH_7,BH,7,8,NA,NA,NA,NA
2023-04-10,H1,SQ2_1_10,SQ2_1,SQ2,1,10,NA,NA,NA,NA
2023-04-10,H1,YO7_2_9,YO7_2,YO7,2,9,NA,NA,NA,NA
2023-04-10,H1,BH_2_12,BH_2,BH,2,12,NA,6.1,7.2,NA
2023-04-10,H1,SQ1_7_15,SQ1_7,SQ1,7,15,NA,1.2,3.9,NA
2023-04-10,H1,SC_4_2,SC_4,SC,4,2,NA,10.8,8.9,NA
2023-04-10,H1,WL1_6_24,WL1_6,WL1,6,24,NA,NA,NA,NA
2023-04-10,H1,LV3_5_2,LV3_5,LV3,5,2,NA,NA,NA,NA
2023-04-10,H1,WR_2_7,WR_2,WR,2,7,NA,NA,NA,NA
2023-04-10,H1,SQ1_1_2,SQ1_1,SQ1,1,2,NA,NA,NA,NA
2023-04-10,H1,LV3_4_2,LV3_4,LV3,4,2,NA,NA,NA,NA
2023-04-10,H1,BH_3_9,BH_3,BH,3,9,NA,8.8,7.8,NA
2023-04-10,H1,WL1_6_8,WL1_6,WL1,6,8,NA,5.2,4.3,NA
2023-04-10,H1,LV3_7_5,LV3_7,LV3,7,5,NA,NA,NA,NA
2023-04-10,H1,WL2_4_4,WL2_4,WL2,4,4,NA,2.1,3.1,NA
2023-04-10,H1,WL1_1_24,WL1_1,WL1,1,24,NA,NA,NA,NA
2023-04-10,H1,WL1_2_4,WL1_2,WL1,2,4,NA,NA,NA,NA
2023-04-10,H1,CC_7_2,CC_7,CC,7,2,NA,16.2,8.7,NA
2023-04-10,H1,YO8_3_5,YO8_3,YO8,3,5,NA,NA,NA,NA
2023-04-10,H1,FR_2_8,FR_2,FR,2,8,NA,7.9,4.7,NA
2023-04-10,H1,LVTR1_3_10,LVTR1_3,LVTR1,3,10,NA,NA,NA,NA
2023-04-10,H1,CP2_3_3,CP2_3,CP2,3,3,NA,5.5,3.9,NA
2023-04-10,H1,BH_5_3,BH_5,BH,5,3,NA,12.3,6.6,NA
2023-04-10,H1,WL1_5_11,WL1_5,WL1,5,11,NA,NA,NA,NA
2023-04-10,H1,CP2_8_1,CP2_8,CP2,8,1,NA,NA,NA,NA
2023-04-10,H1,CC_3_3,CC_3,CC,3,3,NA,23.8,6.8,NA
2023-04-10,H1,CC_4_10,CC_4,CC,4,10,NA,12.3,6.3,NA
2023-04-10,H1,CC_6_6,CC_6,CC,6,6,NA,NA,NA,NA
2023-04-10,H1,BH_4_6,BH_4,BH,4,6,NA,NA,NA,NA
2023-04-10,H1,DPR_5_2,DPR_5,DPR,5,2,NA,38.2,7.8,NA
2023-04-10,H1,FR_1_11,FR_1,FR,1,11,NA,NA,NA,NA
2023-04-10,H1,BH_5_18,BH_5,BH,5,18,NA,NA,NA,NA
2023-04-10,H1,TM2_5_1,TM2_5,TM2,5,1,NA,59.1,8.3,NA
2023-04-10,H1,SQ1_7_7,SQ1_7,SQ1,7,7,NA,NA,NA,NA
2023-04-10,H1,FR_6_3,FR_6,FR,6,3,NA,NA,NA,NA
2023-04-10,H1,IH_1_9,IH_1,IH,1,9,NA,12.2,6.3,NA
2023-04-10,H2,CC_3_5,CC_3,CC,3,5,NA,NA,NA,NA
2023-04-10,H2,SQ2_8_3,SQ2_8,SQ2,8,3,NA,NA,NA,NA
2023-04-10,H2,IH_1_11,IH_1,IH,1,11,NA,NA,NA,NA
2023-04-10,H2,YO7_2_3,YO7_2,YO7,2,3,NA,NA,NA,NA
2023-04-10,H2,WL1_1_15,WL1_1,WL1,1,15,NA,NA,NA,NA
2023-04-10,H2,WR_1_1,WR_1,WR,1,1,NA,NA,NA,NA
2023-04-10,H2,BH_5_29,BH_5,BH,5,29,NA,13.4,8.4,NA
2023-04-10,H2,IH_4_5,IH_4,IH,4,5,NA,11.3,7.4,NA
2023-04-10,H2,WL1_7_20,WL1_7,WL1,7,20,NA,NA,NA,NA
2023-04-10,H2,DPR_4_13,DPR_4,DPR,4,13,NA,NA,NA,NA
2023-04-10,H2,LV3_1_14,LV3_1,LV3,1,14,NA,NA,NA,NA
2023-04-10,H2,BH_5_4,BH_5,BH,5,4,NA,NA,NA,NA
2023-04-10,H2,SQ1_4_2,SQ1_4,SQ1,4,2,NA,NA,NA,NA
